customer_id,cohort,acquisition_date,order_date,order_amount
490,2026-04,2026-04-08,2026-05-13,45.15
490,2026-04,2026-04-08,2026-05-13,55.87
490,2026-04,2026-04-08,2026-05-14,35.9
490,2026-04,2026-04-08,2026-05-20,31.27
490,2026-04,2026-04-08,2026-05-28,56.53
490,2026-04,2026-04-08,2026-05-29,40.77
491,2026-04,2026-04-17,2026-04-17,12.84
491,2026-04,2026-04-17,2026-05-15,28.08
492,2026-04,2026-04-26,2026-04-26,41.51
493,2026-04,2026-04-16,2026-04-16,72.07
494,2026-04,2026-04-18,2026-04-18,160.96
495,2026-04,2026-04-08,2026-04-08,17.71
496,2026-04,2026-04-15,2026-04-15,24.85
496,2026-04,2026-04-15,2026-04-25,44.99
496,2026-04,2026-04-15,2026-05-14,57.62
497,2026-04,2026-04-25,2026-04-25,49.93
498,2026-04,2026-04-15,2026-04-15,37.03
498,2026-04,2026-04-15,2026-04-17,31.81
498,2026-04,2026-04-15,2026-04-19,50.82
498,2026-04,2026-04-15,2026-04-21,28.65
498,2026-04,2026-04-15,2026-04-22,55.78
498,2026-04,2026-04-15,2026-04-28,26.76
498,2026-04,2026-04-15,2026-05-02,21.42
499,2026-04,2026-04-06,2026-04-06,28.37
499,2026-04,2026-04-06,2026-04-08,12.63
499,2026-04,2026-04-06,2026-04-16,23.26
499,2026-04,2026-04-06,2026-04-23,5.55
500,2026-04,2026-04-11,2026-04-11,90.06
500,2026-04,2026-04-11,2026-04-18,103.09
501,2026-05,2026-05-12,2026-05-12,57.35
501,2026-05,2026-05-12,2026-05-20,36.1
502,2026-05,2026-05-26,2026-05-26,25.98
503,2026-05,2026-05-19,2026-05-19,6.56
503,2026-05,2026-05-19,2026-05-25,11.71
503,2026-05,2026-05-19,2026-06-16,5.55
504,2026-05,2026-05-01,2026-05-01,31.03
504,2026-05,2026-05-01,2026-05-24,24.47
505,2026-05,2026-05-28,2026-05-28,23.16
506,2026-05,2026-05-14,2026-05-14,16.05
507,2026-05,2026-05-13,2026-05-13,24.55
508,2026-05,2026-05-14,2026-05-14,29.14
508,2026-05,2026-05-14,2026-05-20,54.98
508,2026-05,2026-05-14,2026-05-30,55.71
508,2026-05,2026-05-14,2026-06-06,76.38
509,2026-05,2026-05-13,2026-05-13,27.47
509,2026-05,2026-05-13,2026-05-21,62.62
510,2026-05,2026-05-11,2026-05-11,56.12
510,2026-05,2026-05-11,2026-06-04,46.26
511,2026-05,2026-05-02,2026-05-02,15.01
512,2026-05,2026-05-16,2026-05-16,15.92
513,2026-05,2026-05-09,2026-05-09,169.4
514,2026-05,2026-05-19,2026-05-19,29.76
514,2026-05,2026-05-19,2026-05-23,19.19
514,2026-05,2026-05-19,2026-05-30,19.31
515,2026-05,2026-05-22,2026-05-22,25.8
516,2026-05,2026-05-17,2026-05-17,25.7
517,2026-05,2026-05-17,2026-05-17,102.57
517,2026-05,2026-05-17,2026-06-06,35.21
518,2026-05,2026-05-26,2026-05-26,17.87
519,2026-05,2026-05-28,2026-05-28,18.11
520,2026-05,2026-05-28,2026-05-28,103.75
521,2026-05,2026-05-07,2026-05-07,77.27
521,2026-05,2026-05-07,2026-05-09,168.66
522,2026-05,2026-05-09,2026-05-09,22.61
522,2026-05,2026-05-09,2026-06-06,20.38
523,2026-05,2026-05-08,2026-05-08,23.5
523,2026-05,2026-05-08,2026-05-20,28.88
523,2026-05,2026-05-08,2026-05-20,48.59
524,2026-05,2026-05-21,2026-05-21,46.02
524,2026-05,2026-05-21,2026-06-03,27.05
524,2026-05,2026-05-21,2026-06-04,9.02
525,2026-05,2026-05-31,2026-05-31,30.51
525,2026-05,2026-05-31,2026-06-09,33.71
525,2026-05,2026-05-31,2026-06-27,54.95
526,2026-05,2026-05-27,2026-05-27,39.64
526,2026-05,2026-05-27,2026-05-27,49.1
526,2026-05,2026-05-27,2026-06-23,23.77
527,2026-05,2026-05-05,2026-05-05,32.28
528,2026-05,2026-05-02,2026-05-02,38.61
528,2026-05,2026-05-02,2026-05-15,91.08
528,2026-05,2026-05-02,2026-05-24,58.01
529,2026-05,2026-05-25,2026-05-25,32.48
530,2026-05,2026-05-29,2026-05-29,89.97
530,2026-05,2026-05-29,2026-06-23,82.45
531,2026-05,2026-05-16,2026-05-16,13.69
531,2026-05,2026-05-16,2026-06-03,15.0
532,2026-05,2026-05-16,2026-05-16,129.4
533,2026-05,2026-05-01,2026-05-01,21.33
534,2026-05,2026-05-03,2026-05-03,21.68
535,2026-05,2026-05-13,2026-05-13,67.34
535,2026-05,2026-05-13,2026-06-11,31.91
536,2026-05,2026-05-30,2026-05-30,10.73
537,2026-05,2026-05-30,2026-05-30,19.56
538,2026-05,2026-05-27,2026-05-27,49.34
538,2026-05,2026-05-27,2026-06-12,59.6
539,2026-05,2026-05-28,2026-05-28,23.28
539,2026-05,2026-05-28,2026-06-11,26.04
539,2026-05,2026-05-28,2026-06-11,11.36
540,2026-05,2026-05-08,2026-05-08,50.07
540,2026-05,2026-05-08,2026-06-02,25.51
541,2026-05,2026-05-04,2026-05-04,44.65
541,2026-05,2026-05-04,2026-05-11,38.08
542,2026-05,2026-05-05,2026-05-05,52.61
543,2026-05,2026-05-05,2026-05-05,44.3
543,2026-05,2026-05-05,2026-05-21,100.3
544,2026-05,2026-05-22,2026-05-22,16.98
544,2026-05,2026-05-22,2026-05-25,29.77
544,2026-05,2026-05-22,2026-06-14,16.69
544,2026-05,2026-05-22,2026-06-17,5.02
545,2026-05,2026-05-23,2026-05-23,17.48
545,2026-05,2026-05-23,2026-06-12,14.29
546,2026-05,2026-05-28,2026-05-28,21.28
546,2026-05,2026-05-28,2026-06-21,16.71
547,2026-05,2026-05-29,2026-05-29,5.53
548,2026-05,2026-05-15,2026-05-15,22.87
548,2026-05,2026-05-15,2026-05-17,23.7
549,2026-05,2026-05-18,2026-05-18,55.22
549,2026-05,2026-05-18,2026-06-11,43.03
550,2026-05,2026-05-02,2026-05-02,33.53
551,2026-06,2026-06-01,2026-06-01,30.26
552,2026-06,2026-06-26,2026-06-26,45.72
553,2026-06,2026-06-05,2026-06-05,10.91
554,2026-06,2026-06-08,2026-06-08,16.48
555,2026-06,2026-06-19,2026-06-19,32.51
556,2026-06,2026-06-30,2026-06-30,44.26
557,2026-06,2026-06-02,2026-06-02,64.38
558,2026-06,2026-06-21,2026-06-21,14.66
559,2026-06,2026-06-23,2026-06-23,11.92
560,2026-06,2026-06-10,2026-06-10,13.39
561,2026-06,2026-06-05,2026-06-05,51.61
562,2026-06,2026-06-21,2026-06-21,13.0
563,2026-06,2026-06-09,2026-06-09,70.13
564,2026-06,2026-06-17,2026-06-17,45.07
565,2026-06,2026-06-21,2026-06-21,18.24
566,2026-06,2026-06-14,2026-06-14,17.68
567,2026-06,2026-06-23,2026-06-23,29.87
568,2026-06,2026-06-25,2026-06-25,17.79
569,2026-06,2026-06-04,2026-06-04,42.25
570,2026-06,2026-06-04,2026-06-04,44.01
571,2026-06,2026-06-03,2026-06-03,38.29
572,2026-06,2026-06-10,2026-06-10,12.45
573,2026-06,2026-06-17,2026-06-17,44.94
574,2026-06,2026-06-19,2026-06-19,12.25
575,2026-06,2026-06-07,2026-06-07,12.07
576,2026-06,2026-06-13,2026-06-13,11.79
577,2026-06,2026-06-09,2026-06-09,75.52
578,2026-06,2026-06-08,2026-06-08,9.06
579,2026-06,2026-06-26,2026-06-26,14.21
580,2026-06,2026-06-20,2026-06-20,23.41
581,2026-06,2026-06-01,2026-06-01,9.2
582,2026-06,2026-06-01,2026-06-01,12.3
583,2026-06,2026-06-18,2026-06-18,23.54
584,2026-06,2026-06-10,2026-06-10,19.63
585,2026-06,2026-06-15,2026-06-15,63.99
586,2026-06,2026-06-09,2026-06-09,14.24
587,2026-06,2026-06-11,2026-06-11,81.33
588,2026-06,2026-06-21,2026-06-21,20.9
589,2026-06,2026-06-27,2026-06-27,18.39
590,2026-06,2026-06-29,2026-06-29,5.95
591,2026-06,2026-06-08,2026-06-08,24.97
592,2026-06,2026-06-16,2026-06-16,24.18
593,2026-06,2026-06-17,2026-06-17,28.15
594,2026-06,2026-06-08,2026-06-08,14.52
595,2026-06,2026-06-18,2026-06-18,53.16
596,2026-06,2026-06-08,2026-06-08,45.53
597,2026-06,2026-06-01,2026-06-01,24.33
598,2026-06,2026-06-14,2026-06-14,1.98
599,2026-06,2026-06-23,2026-06-23,44.44
600,2026-06,2026-06-21,2026-06-21,28.68
